path,bytes,sha256
A2\L10\renders\top.png,6501,ff6b55692d2ca84b4b79fe27cea1efec55167d6c7b1197f34d1ac7dc426db1ba
A2\L11\renders\front.png,8215,babe0b07ba68e0cab89c8a7da690458b62da50c5572a61076ac939af75a19eab
A2\L11\renders\isometric.png,64897,cf76f95f3148cc371aa13de660cef619689b2e4af7ebd6e3db7a6c44dee19c2b
A2\L11\renders\side.png,8574,8e60f293417c3a4da2d321cdbf0cbea24d83b56363dd69d735662114967b2ad4
A2\L11\renders\top.png,8442,f882469b0950d386113eb9214dcff849b98c921f4318593cc9a23ad58bf29792
assemblies\A2\assembled_robot.FCStd,34770,e3ff6c09e5d3249bb45493c9fdee98f9141d36afda85d5c6a688140147f46d80
assemblies\A2\assembled_robot.step,152366,9cefd880e466a4e7f04cd202fbd75aa2f0764f0df09ac872822d43ba8fab4fff
assemblies\A2\assembled_robot.stl,769084,7d1213ddc80040b2f686cbd9e6a67d150ade8f8ef4e4636ebb655ab42197b176
assemblies\A2\assembly_result.json,160,03095cb2ca409781cc6a3aeb1e4a269a9e3d9005839070be8e2c4e22795352bb
assemblies\A2\renders\front.png,11790,b21d03e11c89d261005c556a35b1722d246fef55a2db0f47a50631903b13e5c7
assemblies\A2\renders\isometric.png,45974,a22b221b278020a5c5d0f687216c3ca703f8c6020bd1e5f011687fea81a798bc
assemblies\A2\renders\side.png,37645,13b2728b86e97ba60bd788a227262209e08abec77446ee24c548c4c4cd16f02a
assemblies\A2\renders\top.png,34571,2b38ee4621b8c30f942d6ca5cd84619d6f28cb1f18fc7684b7ba6441999e10d5
