path,bytes,sha256
A0\L10\renders\side.png,5887,ac206f5ecd288b339f523dc2aa228283894784fe2b17c979d01f86a224167d4d
A0\L10\renders\top.png,6095,3d41cc9d5d5283cfc362ee876e1c033657390dcd9cf76d29ecb20acf46c27871
A0\L11\renders\front.png,8804,da555d2441334120fbb5633229fc2ba261caabac55c098197da0da732c508f14
A0\L11\renders\isometric.png,33671,9ab532cde6de76b1a473706a89c94d672b768b58d93fb6b3a0cd0971e299cb18
A0\L11\renders\side.png,9013,5129d959f24a9c76b8b7a7922c621cfd11067a9bc9c780a4d150d254ae1107c9
A0\L11\renders\top.png,9307,420e1b3088297cd0cb5523a205e5466efaf79e6fdefb205b8e1998af9dc40903
assemblies\A0\assembled_robot.FCStd,96807,cba24063899a9ddd6b41b160578b3615766c2c14386d3ab591bfe26e1b90510b
assemblies\A0\assembled_robot.step,241806,2ba932413e98a34907ca858536071dd569c50e822b7821bb5ac6cbdbfa0ad4ef
assemblies\A0\assembled_robot.stl,1309684,0b9cfc8d185f93171a50a15aa143b8a474a4ed3d56dea59de2faa6470f069352
assemblies\A0\assembly_result.json,419,ce4cea9589eb834a38f79c75a8bcec500e2cd70736faf0b0006276577240e1b8
assemblies\A0\renders\front.png,9992,5bff800d71c4ebf4e5bd7db744e4336c9f22446e918e7a51825f84b9303db567
assemblies\A0\renders\isometric.png,34352,74ffad6bca7f62299750ce1b1fdbdf8b02a25cdcc8be2ad0d8f96e8ac031b085
assemblies\A0\renders\side.png,30832,afb3dd8042771c69e6d9c7d29bb0fa7c931ded457788a9a99064fb9798e3a20c
assemblies\A0\renders\top.png,22144,5ba4c02bb58117ea4647d240afc3b01b6c614f297dff4b7d91c336a3eca9096e
